Attendance_ID,Employee_ID,Date,Status,Working_Hours
AT08648,EMP0289,2025-01-08,WFH,7.5
AT08649,EMP0289,2025-01-09,Present,7.7
AT08650,EMP0289,2025-01-10,Absent,0.0
AT08651,EMP0289,2025-01-11,Present,8.4
AT08652,EMP0289,2025-01-12,Present,7.8
AT08653,EMP0289,2025-01-13,WFH,7.1
AT08654,EMP0289,2025-01-14,Present,8.6
AT08655,EMP0289,2025-01-15,WFH,8.5
AT08656,EMP0289,2025-01-16,Present,7.0
AT08657,EMP0289,2025-01-17,Present,8.4
AT08658,EMP0289,2025-01-18,Present,7.9
AT08659,EMP0289,2025-01-19,Absent,0.0
AT08660,EMP0289,2025-01-20,Present,9.0
AT08661,EMP0289,2025-01-21,Present,7.5
AT08662,EMP0289,2025-01-22,Present,8.9
AT08663,EMP0289,2025-01-23,Present,8.6
AT08664,EMP0289,2025-01-24,Present,8.8
AT08665,EMP0289,2025-01-25,Absent,0.0
AT08666,EMP0289,2025-01-26,Present,7.6
AT08667,EMP0289,2025-01-27,Absent,0.0
AT08668,EMP0289,2025-01-28,Absent,0.0
AT08669,EMP0289,2025-01-29,Present,7.4
AT08670,EMP0289,2025-01-30,Absent,0.0
AT08671,EMP0290,2025-01-01,Present,7.2
AT08672,EMP0290,2025-01-02,Present,7.7
AT08673,EMP0290,2025-01-03,Present,8.7
AT08674,EMP0290,2025-01-04,Present,7.7
AT08675,EMP0290,2025-01-05,Present,7.6
AT08676,EMP0290,2025-01-06,Present,7.9
AT08677,EMP0290,2025-01-07,Present,7.0
AT08678,EMP0290,2025-01-08,Present,8.0
AT08679,EMP0290,2025-01-09,Present,8.4
AT08680,EMP0290,2025-01-10,Present,8.5
AT08681,EMP0290,2025-01-11,Present,8.1
AT08682,EMP0290,2025-01-12,Present,8.7
AT08683,EMP0290,2025-01-13,Present,8.4
AT08684,EMP0290,2025-01-14,Leave,7.5
AT08685,EMP0290,2025-01-15,Present,8.8
AT08686,EMP0290,2025-01-16,Leave,7.1
AT08687,EMP0290,2025-01-17,WFH,7.2
AT08688,EMP0290,2025-01-18,Present,8.8
AT08689,EMP0290,2025-01-19,Present,8.7
AT08690,EMP0290,2025-01-20,Present,7.3
AT08691,EMP0290,2025-01-21,Leave,8.2
AT08692,EMP0290,2025-01-22,Present,8.9
AT08693,EMP0290,2025-01-23,Present,7.4
AT08694,EMP0290,2025-01-24,Present,7.4
AT08695,EMP0290,2025-01-25,Present,7.6
AT08696,EMP0290,2025-01-26,Present,8.2
AT08697,EMP0290,2025-01-27,Present,7.3
AT08698,EMP0290,2025-01-28,Present,7.9
AT08699,EMP0290,2025-01-29,Present,7.6
AT08700,EMP0290,2025-01-30,Present,8.3
AT08701,EMP0291,2025-01-01,Present,8.0
AT08702,EMP0291,2025-01-02,Absent,0.0
AT08703,EMP0291,2025-01-03,Present,8.8
AT08704,EMP0291,2025-01-04,Present,8.5
AT08705,EMP0291,2025-01-05,Present,7.7
AT08706,EMP0291,2025-01-06,Present,8.9
AT08707,EMP0291,2025-01-07,Present,7.5
AT08708,EMP0291,2025-01-08,Present,8.1
AT08709,EMP0291,2025-01-09,Present,7.8
AT08710,EMP0291,2025-01-10,Present,8.2
AT08711,EMP0291,2025-01-11,Present,7.2
AT08712,EMP0291,2025-01-12,Present,8.9
AT08713,EMP0291,2025-01-13,Present,7.3
AT08714,EMP0291,2025-01-14,Present,7.4
AT08715,EMP0291,2025-01-15,Present,7.1
AT08716,EMP0291,2025-01-16,Present,7.7
AT08717,EMP0291,2025-01-17,Present,8.7
AT08718,EMP0291,2025-01-18,Present,7.6
AT08719,EMP0291,2025-01-19,Present,8.5
AT08720,EMP0291,2025-01-20,WFH,7.5
AT08721,EMP0291,2025-01-21,Present,7.1
AT08722,EMP0291,2025-01-22,Present,7.8
AT08723,EMP0291,2025-01-23,Present,9.0
AT08724,EMP0291,2025-01-24,Present,8.2
AT08725,EMP0291,2025-01-25,Present,7.7
AT08726,EMP0291,2025-01-26,Absent,0.0
AT08727,EMP0291,2025-01-27,Present,8.3
AT08728,EMP0291,2025-01-28,Present,8.6
AT08729,EMP0291,2025-01-29,Present,7.6
AT08730,EMP0291,2025-01-30,Present,8.9
AT08731,EMP0292,2025-01-01,Present,8.8
AT08732,EMP0292,2025-01-02,Present,8.0
AT08733,EMP0292,2025-01-03,Present,8.8
AT08734,EMP0292,2025-01-04,Absent,0.0
AT08735,EMP0292,2025-01-05,Present,8.7
AT08736,EMP0292,2025-01-06,Present,7.9
AT08737,EMP0292,2025-01-07,WFH,8.7
AT08738,EMP0292,2025-01-08,Present,7.9
AT08739,EMP0292,2025-01-09,Present,8.9
AT08740,EMP0292,2025-01-10,Present,8.6
AT08741,EMP0292,2025-01-11,Present,8.7
AT08742,EMP0292,2025-01-12,Present,8.5
AT08743,EMP0292,2025-01-13,Present,8.1
AT08744,EMP0292,2025-01-14,Present,8.6
AT08745,EMP0292,2025-01-15,Present,8.3
AT08746,EMP0292,2025-01-16,Leave,8.5
AT08747,EMP0292,2025-01-17,Present,8.8
AT08748,EMP0292,2025-01-18,Present,8.9
AT08749,EMP0292,2025-01-19,Present,7.1
AT08750,EMP0292,2025-01-20,Present,7.5
AT08751,EMP0292,2025-01-21,Present,7.6
AT08752,EMP0292,2025-01-22,Present,8.0
AT08753,EMP0292,2025-01-23,Present,7.1
AT08754,EMP0292,2025-01-24,Present,7.9
AT08755,EMP0292,2025-01-25,Present,7.9
AT08756,EMP0292,2025-01-26,Present,7.8
AT08757,EMP0292,2025-01-27,Present,8.3
AT08758,EMP0292,2025-01-28,Present,8.4
AT08759,EMP0292,2025-01-29,Present,7.1
AT08760,EMP0292,2025-01-30,Present,8.7
AT08761,EMP0293,2025-01-01,Present,7.1
AT08762,EMP0293,2025-01-02,Absent,0.0
AT08763,EMP0293,2025-01-03,Leave,7.3
AT08764,EMP0293,2025-01-04,Present,8.3
AT08765,EMP0293,2025-01-05,Present,7.8
AT08766,EMP0293,2025-01-06,Present,7.6
AT08767,EMP0293,2025-01-07,Present,7.9
AT08768,EMP0293,2025-01-08,Present,7.5
AT08769,EMP0293,2025-01-09,Present,8.2
AT08770,EMP0293,2025-01-10,Present,8.3
AT08771,EMP0293,2025-01-11,Present,8.3
AT08772,EMP0293,2025-01-12,Present,8.8
AT08773,EMP0293,2025-01-13,Present,7.5
AT08774,EMP0293,2025-01-14,Present,8.2
AT08775,EMP0293,2025-01-15,Present,8.4
AT08776,EMP0293,2025-01-16,Absent,0.0
AT08777,EMP0293,2025-01-17,Present,7.5
AT08778,EMP0293,2025-01-18,Present,8.6
AT08779,EMP0293,2025-01-19,Present,7.5
AT08780,EMP0293,2025-01-20,Present,9.0
AT08781,EMP0293,2025-01-21,Present,7.9
AT08782,EMP0293,2025-01-22,Present,7.9
AT08783,EMP0293,2025-01-23,Present,8.9
AT08784,EMP0293,2025-01-24,Present,7.7
AT08785,EMP0293,2025-01-25,Present,8.3
AT08786,EMP0293,2025-01-26,Present,7.7
AT08787,EMP0293,2025-01-27,Present,7.5
AT08788,EMP0293,2025-01-28,Present,7.1
AT08789,EMP0293,2025-01-29,Present,8.1
AT08790,EMP0293,2025-01-30,Present,7.6
AT08791,EMP0294,2025-01-01,Present,8.3
AT08792,EMP0294,2025-01-02,Present,8.8
AT08793,EMP0294,2025-01-03,Present,8.2
AT08794,EMP0294,2025-01-04,Present,7.9
AT08795,EMP0294,2025-01-05,Leave,7.7
AT08796,EMP0294,2025-01-06,Absent,0.0
AT08797,EMP0294,2025-01-07,Present,7.5
AT08798,EMP0294,2025-01-08,Present,8.3
AT08799,EMP0294,2025-01-09,Present,8.2
AT08800,EMP0294,2025-01-10,Present,9.0
AT08801,EMP0294,2025-01-11,Present,8.2
AT08802,EMP0294,2025-01-12,Present,7.4
AT08803,EMP0294,2025-01-13,Leave,8.5
AT08804,EMP0294,2025-01-14,Present,7.1
AT08805,EMP0294,2025-01-15,Present,7.0
AT08806,EMP0294,2025-01-16,Present,8.6
AT08807,EMP0294,2025-01-17,Present,7.9
AT08808,EMP0294,2025-01-18,WFH,7.5
AT08809,EMP0294,2025-01-19,Present,8.2
AT08810,EMP0294,2025-01-20,Present,7.8
AT08811,EMP0294,2025-01-21,Present,7.1
AT08812,EMP0294,2025-01-22,Present,7.9
AT08813,EMP0294,2025-01-23,Present,8.5
AT08814,EMP0294,2025-01-24,Present,7.1
AT08815,EMP0294,2025-01-25,Present,7.4
AT08816,EMP0294,2025-01-26,Present,8.3
AT08817,EMP0294,2025-01-27,WFH,7.5
AT08818,EMP0294,2025-01-28,Present,7.9
AT08819,EMP0294,2025-01-29,Present,8.2
AT08820,EMP0294,2025-01-30,Present,7.9
AT08821,EMP0295,2025-01-01,Present,7.7
AT08822,EMP0295,2025-01-02,WFH,8.4
AT08823,EMP0295,2025-01-03,Present,8.8
AT08824,EMP0295,2025-01-04,Present,7.6
AT08825,EMP0295,2025-01-05,Leave,7.8
AT08826,EMP0295,2025-01-06,Present,8.7
AT08827,EMP0295,2025-01-07,Present,8.8
AT08828,EMP0295,2025-01-08,Present,7.9
AT08829,EMP0295,2025-01-09,Present,7.2
AT08830,EMP0295,2025-01-10,Present,8.0
AT08831,EMP0295,2025-01-11,Present,7.5
AT08832,EMP0295,2025-01-12,Present,7.4
AT08833,EMP0295,2025-01-13,Present,8.2
AT08834,EMP0295,2025-01-14,Present,7.5
AT08835,EMP0295,2025-01-15,Present,7.2
AT08836,EMP0295,2025-01-16,Absent,0.0
AT08837,EMP0295,2025-01-17,Present,8.4
AT08838,EMP0295,2025-01-18,Present,9.0
AT08839,EMP0295,2025-01-19,Present,7.3
AT08840,EMP0295,2025-01-20,Present,7.1
AT08841,EMP0295,2025-01-21,Present,8.7
AT08842,EMP0295,2025-01-22,Present,7.6
AT08843,EMP0295,2025-01-23,Absent,0.0
AT08844,EMP0295,2025-01-24,Present,8.5
AT08845,EMP0295,2025-01-25,Present,9.0
AT08846,EMP0295,2025-01-26,Present,8.2
AT08847,EMP0295,2025-01-27,Present,8.7
AT08848,EMP0295,2025-01-28,Present,7.4
AT08849,EMP0295,2025-01-29,Present,7.4
AT08850,EMP0295,2025-01-30,Present,7.6
AT08851,EMP0296,2025-01-01,Present,8.3
AT08852,EMP0296,2025-01-02,Present,7.1
AT08853,EMP0296,2025-01-03,Present,8.2
AT08854,EMP0296,2025-01-04,Present,8.3
AT08855,EMP0296,2025-01-05,Present,7.6
AT08856,EMP0296,2025-01-06,Present,7.7
AT08857,EMP0296,2025-01-07,Present,7.7
AT08858,EMP0296,2025-01-08,Present,8.2
AT08859,EMP0296,2025-01-09,Present,8.7
AT08860,EMP0296,2025-01-10,Present,7.0
AT08861,EMP0296,2025-01-11,Present,7.9
AT08862,EMP0296,2025-01-12,Present,7.6
AT08863,EMP0296,2025-01-13,Present,7.1
AT08864,EMP0296,2025-01-14,Present,8.2
AT08865,EMP0296,2025-01-15,Present,8.5
AT08866,EMP0296,2025-01-16,Absent,0.0
AT08867,EMP0296,2025-01-17,Present,8.5
AT08868,EMP0296,2025-01-18,Present,7.1
AT08869,EMP0296,2025-01-19,Present,8.4
AT08870,EMP0296,2025-01-20,Present,7.9
AT08871,EMP0296,2025-01-21,Present,8.1
AT08872,EMP0296,2025-01-22,Leave,8.0
AT08873,EMP0296,2025-01-23,Leave,8.9
AT08874,EMP0296,2025-01-24,Present,8.9
AT08875,EMP0296,2025-01-25,Present,8.0
AT08876,EMP0296,2025-01-26,Present,7.5
AT08877,EMP0296,2025-01-27,Present,7.3
AT08878,EMP0296,2025-01-28,Present,7.1
AT08879,EMP0296,2025-01-29,Present,8.4
AT08880,EMP0296,2025-01-30,WFH,7.7
AT08881,EMP0297,2025-01-01,Present,8.4
AT08882,EMP0297,2025-01-02,Present,8.9
AT08883,EMP0297,2025-01-03,Present,7.2
AT08884,EMP0297,2025-01-04,Present,8.0
AT08885,EMP0297,2025-01-05,Present,8.5
AT08886,EMP0297,2025-01-06,Present,7.5
AT08887,EMP0297,2025-01-07,Present,8.9
AT08888,EMP0297,2025-01-08,Present,7.4
AT08889,EMP0297,2025-01-09,Absent,0.0
AT08890,EMP0297,2025-01-10,Present,8.4
AT08891,EMP0297,2025-01-11,Present,8.5
AT08892,EMP0297,2025-01-12,Present,7.5
AT08893,EMP0297,2025-01-13,Present,7.9
AT08894,EMP0297,2025-01-14,Present,7.9
AT08895,EMP0297,2025-01-15,Present,8.4
AT08896,EMP0297,2025-01-16,Present,8.9
AT08897,EMP0297,2025-01-17,Present,8.2
AT08898,EMP0297,2025-01-18,Present,8.0
AT08899,EMP0297,2025-01-19,Present,7.7
AT08900,EMP0297,2025-01-20,Leave,7.3
AT08901,EMP0297,2025-01-21,Present,7.3
AT08902,EMP0297,2025-01-22,Present,8.4
AT08903,EMP0297,2025-01-23,Present,7.8
AT08904,EMP0297,2025-01-24,Present,8.8
AT08905,EMP0297,2025-01-25,Absent,0.0
AT08906,EMP0297,2025-01-26,Present,7.2
AT08907,EMP0297,2025-01-27,Present,7.2
AT08908,EMP0297,2025-01-28,Present,8.3
AT08909,EMP0297,2025-01-29,Present,8.5
AT08910,EMP0297,2025-01-30,WFH,7.2
AT08911,EMP0298,2025-01-01,Present,7.1
AT08912,EMP0298,2025-01-02,WFH,7.3
AT08913,EMP0298,2025-01-03,Present,8.0
AT08914,EMP0298,2025-01-04,Present,7.7
AT08915,EMP0298,2025-01-05,Present,7.5
AT08916,EMP0298,2025-01-06,Present,8.1
AT08917,EMP0298,2025-01-07,Present,7.1
AT08918,EMP0298,2025-01-08,Present,8.0
AT08919,EMP0298,2025-01-09,Present,7.4
AT08920,EMP0298,2025-01-10,Present,8.0
AT08921,EMP0298,2025-01-11,Present,8.3
AT08922,EMP0298,2025-01-12,Present,7.2
AT08923,EMP0298,2025-01-13,Present,8.6
AT08924,EMP0298,2025-01-14,Present,8.8
AT08925,EMP0298,2025-01-15,WFH,7.5
AT08926,EMP0298,2025-01-16,Present,7.5
AT08927,EMP0298,2025-01-17,Present,8.1
AT08928,EMP0298,2025-01-18,Present,7.0
AT08929,EMP0298,2025-01-19,Present,8.6
AT08930,EMP0298,2025-01-20,Leave,8.7
AT08931,EMP0298,2025-01-21,Present,8.3
AT08932,EMP0298,2025-01-22,Present,7.6
AT08933,EMP0298,2025-01-23,Present,8.8
AT08934,EMP0298,2025-01-24,Present,8.1
AT08935,EMP0298,2025-01-25,Present,9.0
AT08936,EMP0298,2025-01-26,Present,7.3
AT08937,EMP0298,2025-01-27,Present,8.2
AT08938,EMP0298,2025-01-28,Present,8.5
AT08939,EMP0298,2025-01-29,Present,7.4
AT08940,EMP0298,2025-01-30,Present,7.7
AT08941,EMP0299,2025-01-01,Present,9.0
AT08942,EMP0299,2025-01-02,Present,8.2
AT08943,EMP0299,2025-01-03,Present,7.7
AT08944,EMP0299,2025-01-04,Present,7.7
AT08945,EMP0299,2025-01-05,Present,8.1
AT08946,EMP0299,2025-01-06,Present,8.2
AT08947,EMP0299,2025-01-07,Present,7.3
AT08948,EMP0299,2025-01-08,Present,7.6
AT08949,EMP0299,2025-01-09,Present,7.3
AT08950,EMP0299,2025-01-10,Absent,0.0
AT08951,EMP0299,2025-01-11,Present,7.5
AT08952,EMP0299,2025-01-12,Present,8.2
AT08953,EMP0299,2025-01-13,Present,8.3
AT08954,EMP0299,2025-01-14,Present,8.7
AT08955,EMP0299,2025-01-15,Present,8.6
AT08956,EMP0299,2025-01-16,Present,7.5
AT08957,EMP0299,2025-01-17,WFH,8.7
AT08958,EMP0299,2025-01-18,Present,7.5
AT08959,EMP0299,2025-01-19,Present,7.6
AT08960,EMP0299,2025-01-20,Present,7.3
AT08961,EMP0299,2025-01-21,Present,7.5
AT08962,EMP0299,2025-01-22,Present,7.5
AT08963,EMP0299,2025-01-23,Present,8.7
AT08964,EMP0299,2025-01-24,Present,8.5
AT08965,EMP0299,2025-01-25,Present,8.4
AT08966,EMP0299,2025-01-26,Present,8.8
AT08967,EMP0299,2025-01-27,Present,7.6
AT08968,EMP0299,2025-01-28,Present,7.1
AT08969,EMP0299,2025-01-29,Present,7.5
AT08970,EMP0299,2025-01-30,Present,7.6
AT08971,EMP0300,2025-01-01,WFH,8.7
AT08972,EMP0300,2025-01-02,Present,8.3
AT08973,EMP0300,2025-01-03,Absent,0.0
AT08974,EMP0300,2025-01-04,Present,8.1
AT08975,EMP0300,2025-01-05,Present,7.5
AT08976,EMP0300,2025-01-06,Present,8.6
AT08977,EMP0300,2025-01-07,Absent,0.0
AT08978,EMP0300,2025-01-08,Present,7.6
AT08979,EMP0300,2025-01-09,Absent,0.0
AT08980,EMP0300,2025-01-10,Leave,7.2
AT08981,EMP0300,2025-01-11,Present,7.7
AT08982,EMP0300,2025-01-12,Absent,0.0
AT08983,EMP0300,2025-01-13,Absent,0.0
AT08984,EMP0300,2025-01-14,Present,8.5
AT08985,EMP0300,2025-01-15,Present,8.0
AT08986,EMP0300,2025-01-16,Present,8.5
AT08987,EMP0300,2025-01-17,Present,8.4
AT08988,EMP0300,2025-01-18,Present,8.2
AT08989,EMP0300,2025-01-19,Leave,8.9
AT08990,EMP0300,2025-01-20,Present,8.3
AT08991,EMP0300,2025-01-21,Present,8.4
AT08992,EMP0300,2025-01-22,Absent,0.0
AT08993,EMP0300,2025-01-23,Present,8.9
AT08994,EMP0300,2025-01-24,Present,8.5
AT08995,EMP0300,2025-01-25,Leave,8.3
AT08996,EMP0300,2025-01-26,WFH,7.7
AT08997,EMP0300,2025-01-27,Present,8.3
AT08998,EMP0300,2025-01-28,Present,7.5
AT08999,EMP0300,2025-01-29,Leave,7.4
AT09000,EMP0300,2025-01-30,Present,8.9
AT09001,EMP0301,2025-01-01,Leave,7.1
AT09002,EMP0301,2025-01-02,Present,8.1
AT09003,EMP0301,2025-01-03,Absent,0.0
AT09004,EMP0301,2025-01-04,Present,8.0
AT09005,EMP0301,2025-01-05,Present,7.4
AT09006,EMP0301,2025-01-06,Absent,0.0
AT09007,EMP0301,2025-01-07,Present,8.0
AT09008,EMP0301,2025-01-08,Present,7.3
AT09009,EMP0301,2025-01-09,Present,8.3
AT09010,EMP0301,2025-01-10,Present,7.9
AT09011,EMP0301,2025-01-11,Present,8.2
AT09012,EMP0301,2025-01-12,Present,8.7
AT09013,EMP0301,2025-01-13,Present,8.2
AT09014,EMP0301,2025-01-14,Present,8.6
AT09015,EMP0301,2025-01-15,Present,8.7
AT09016,EMP0301,2025-01-16,Present,8.8
AT09017,EMP0301,2025-01-17,Present,7.8
AT09018,EMP0301,2025-01-18,Present,8.4
AT09019,EMP0301,2025-01-19,Absent,0.0
AT09020,EMP0301,2025-01-20,Present,7.5
AT09021,EMP0301,2025-01-21,Present,8.0
AT09022,EMP0301,2025-01-22,Present,8.7
AT09023,EMP0301,2025-01-23,Present,7.7
AT09024,EMP0301,2025-01-24,Present,8.2
AT09025,EMP0301,2025-01-25,Present,8.5
AT09026,EMP0301,2025-01-26,Present,8.6
AT09027,EMP0301,2025-01-27,Present,7.0
AT09028,EMP0301,2025-01-28,Present,7.3
AT09029,EMP0301,2025-01-29,WFH,8.0
AT09030,EMP0301,2025-01-30,Present,7.8
AT09031,EMP0302,2025-01-01,Present,8.7
AT09032,EMP0302,2025-01-02,Present,9.0
AT09033,EMP0302,2025-01-03,Present,7.5
AT09034,EMP0302,2025-01-04,Present,7.0
AT09035,EMP0302,2025-01-05,Present,8.6
AT09036,EMP0302,2025-01-06,WFH,8.2
AT09037,EMP0302,2025-01-07,Present,7.7
AT09038,EMP0302,2025-01-08,Present,8.3
AT09039,EMP0302,2025-01-09,Absent,0.0
AT09040,EMP0302,2025-01-10,Present,8.7
AT09041,EMP0302,2025-01-11,Present,8.1
AT09042,EMP0302,2025-01-12,Present,7.8
AT09043,EMP0302,2025-01-13,Present,8.9
AT09044,EMP0302,2025-01-14,Present,7.7
AT09045,EMP0302,2025-01-15,Present,7.8
AT09046,EMP0302,2025-01-16,Leave,7.3
AT09047,EMP0302,2025-01-17,Present,8.2
AT09048,EMP0302,2025-01-18,Present,7.9
AT09049,EMP0302,2025-01-19,Present,7.2
AT09050,EMP0302,2025-01-20,Present,7.1
AT09051,EMP0302,2025-01-21,Present,8.4
AT09052,EMP0302,2025-01-22,Present,7.9
AT09053,EMP0302,2025-01-23,Absent,0.0
AT09054,EMP0302,2025-01-24,Present,8.6
AT09055,EMP0302,2025-01-25,Present,7.1
AT09056,EMP0302,2025-01-26,Leave,8.7
AT09057,EMP0302,2025-01-27,Present,7.6
AT09058,EMP0302,2025-01-28,Absent,0.0
AT09059,EMP0302,2025-01-29,Leave,8.9
AT09060,EMP0302,2025-01-30,WFH,7.3
AT09061,EMP0303,2025-01-01,Present,8.7
AT09062,EMP0303,2025-01-02,Present,7.5
AT09063,EMP0303,2025-01-03,Present,7.1
AT09064,EMP0303,2025-01-04,Present,8.1
AT09065,EMP0303,2025-01-05,Present,8.5
AT09066,EMP0303,2025-01-06,Present,7.6
AT09067,EMP0303,2025-01-07,Present,8.9
AT09068,EMP0303,2025-01-08,Present,7.9
AT09069,EMP0303,2025-01-09,Present,7.4
AT09070,EMP0303,2025-01-10,Present,7.8
AT09071,EMP0303,2025-01-11,Present,9.0
AT09072,EMP0303,2025-01-12,Absent,0.0
AT09073,EMP0303,2025-01-13,Present,8.7
AT09074,EMP0303,2025-01-14,Present,9.0
AT09075,EMP0303,2025-01-15,Present,7.1
AT09076,EMP0303,2025-01-16,Present,7.9
AT09077,EMP0303,2025-01-17,Present,8.5
AT09078,EMP0303,2025-01-18,WFH,7.4
AT09079,EMP0303,2025-01-19,Leave,7.3
AT09080,EMP0303,2025-01-20,Present,8.9
AT09081,EMP0303,2025-01-21,Present,7.3
AT09082,EMP0303,2025-01-22,Leave,8.0
AT09083,EMP0303,2025-01-23,Present,7.5
AT09084,EMP0303,2025-01-24,Present,7.9
AT09085,EMP0303,2025-01-25,Leave,8.5
AT09086,EMP0303,2025-01-26,Present,8.6
AT09087,EMP0303,2025-01-27,Present,8.6
AT09088,EMP0303,2025-01-28,Present,7.5
AT09089,EMP0303,2025-01-29,Present,8.1
AT09090,EMP0303,2025-01-30,Present,8.9
AT09091,EMP0304,2025-01-01,Present,8.2
AT09092,EMP0304,2025-01-02,Present,8.1
AT09093,EMP0304,2025-01-03,Present,7.9
AT09094,EMP0304,2025-01-04,Present,8.2
AT09095,EMP0304,2025-01-05,Present,8.7
AT09096,EMP0304,2025-01-06,Present,8.8
AT09097,EMP0304,2025-01-07,Present,7.0
AT09098,EMP0304,2025-01-08,Absent,0.0
AT09099,EMP0304,2025-01-09,Present,7.5
AT09100,EMP0304,2025-01-10,Present,7.4
AT09101,EMP0304,2025-01-11,Present,8.8
AT09102,EMP0304,2025-01-12,Present,8.0
AT09103,EMP0304,2025-01-13,Absent,0.0
AT09104,EMP0304,2025-01-14,WFH,8.2
AT09105,EMP0304,2025-01-15,Present,8.4
AT09106,EMP0304,2025-01-16,Present,7.5
AT09107,EMP0304,2025-01-17,Present,7.5
AT09108,EMP0304,2025-01-18,Present,8.0
AT09109,EMP0304,2025-01-19,Present,7.1
AT09110,EMP0304,2025-01-20,Present,7.5
AT09111,EMP0304,2025-01-21,Present,8.4
AT09112,EMP0304,2025-01-22,Present,8.3
AT09113,EMP0304,2025-01-23,Present,7.9
AT09114,EMP0304,2025-01-24,Leave,8.7
AT09115,EMP0304,2025-01-25,Present,8.9
AT09116,EMP0304,2025-01-26,Present,7.7
AT09117,EMP0304,2025-01-27,Present,7.0
AT09118,EMP0304,2025-01-28,WFH,8.1
AT09119,EMP0304,2025-01-29,Present,7.9
AT09120,EMP0304,2025-01-30,Present,8.2
AT09121,EMP0305,2025-01-01,Present,8.7
AT09122,EMP0305,2025-01-02,Present,8.7
AT09123,EMP0305,2025-01-03,Present,7.6
AT09124,EMP0305,2025-01-04,Present,7.1
AT09125,EMP0305,2025-01-05,Present,7.7
AT09126,EMP0305,2025-01-06,WFH,7.6
AT09127,EMP0305,2025-01-07,Present,8.0
AT09128,EMP0305,2025-01-08,Present,8.6
AT09129,EMP0305,2025-01-09,Present,7.9
AT09130,EMP0305,2025-01-10,Present,9.0
AT09131,EMP0305,2025-01-11,Present,7.8
AT09132,EMP0305,2025-01-12,Present,8.1
AT09133,EMP0305,2025-01-13,Present,8.5
AT09134,EMP0305,2025-01-14,WFH,7.3
AT09135,EMP0305,2025-01-15,Present,8.5
AT09136,EMP0305,2025-01-16,Present,8.2
AT09137,EMP0305,2025-01-17,Present,8.3
AT09138,EMP0305,2025-01-18,Present,8.8
AT09139,EMP0305,2025-01-19,Present,7.8
AT09140,EMP0305,2025-01-20,Present,7.2
AT09141,EMP0305,2025-01-21,Present,7.2
AT09142,EMP0305,2025-01-22,Present,8.8
AT09143,EMP0305,2025-01-23,Present,8.3
AT09144,EMP0305,2025-01-24,Present,9.0
AT09145,EMP0305,2025-01-25,Present,8.8
AT09146,EMP0305,2025-01-26,Present,8.4
AT09147,EMP0305,2025-01-27,Present,8.1
AT09148,EMP0305,2025-01-28,Present,7.8
AT09149,EMP0305,2025-01-29,Present,7.6
AT09150,EMP0305,2025-01-30,Present,8.4
AT09151,EMP0306,2025-01-01,Absent,0.0
AT09152,EMP0306,2025-01-02,Present,7.9
AT09153,EMP0306,2025-01-03,Present,8.8
AT09154,EMP0306,2025-01-04,Present,7.6
AT09155,EMP0306,2025-01-05,Present,7.8
AT09156,EMP0306,2025-01-06,Present,8.6
AT09157,EMP0306,2025-01-07,Present,8.8
AT09158,EMP0306,2025-01-08,Present,7.6
AT09159,EMP0306,2025-01-09,Present,8.8
AT09160,EMP0306,2025-01-10,WFH,7.7
AT09161,EMP0306,2025-01-11,Leave,8.0
AT09162,EMP0306,2025-01-12,Present,8.3
AT09163,EMP0306,2025-01-13,Present,8.0
AT09164,EMP0306,2025-01-14,WFH,8.8
AT09165,EMP0306,2025-01-15,Present,8.8
AT09166,EMP0306,2025-01-16,Present,8.6
AT09167,EMP0306,2025-01-17,Present,8.4
AT09168,EMP0306,2025-01-18,Present,7.2
AT09169,EMP0306,2025-01-19,Present,8.1
AT09170,EMP0306,2025-01-20,Leave,8.3
AT09171,EMP0306,2025-01-21,Present,7.6
AT09172,EMP0306,2025-01-22,Present,7.6
AT09173,EMP0306,2025-01-23,Present,9.0
AT09174,EMP0306,2025-01-24,Absent,0.0
AT09175,EMP0306,2025-01-25,Absent,0.0
AT09176,EMP0306,2025-01-26,Present,8.6
AT09177,EMP0306,2025-01-27,Present,8.3
AT09178,EMP0306,2025-01-28,Present,7.5
AT09179,EMP0306,2025-01-29,Present,7.6
AT09180,EMP0306,2025-01-30,WFH,8.7
AT09181,EMP0307,2025-01-01,Present,7.7
AT09182,EMP0307,2025-01-02,WFH,8.0
AT09183,EMP0307,2025-01-03,Present,7.4
AT09184,EMP0307,2025-01-04,WFH,8.1
AT09185,EMP0307,2025-01-05,Present,7.1
AT09186,EMP0307,2025-01-06,WFH,8.6
AT09187,EMP0307,2025-01-07,Absent,0.0
AT09188,EMP0307,2025-01-08,Present,8.7
AT09189,EMP0307,2025-01-09,Present,8.8
AT09190,EMP0307,2025-01-10,Present,8.6
AT09191,EMP0307,2025-01-11,Present,7.3
AT09192,EMP0307,2025-01-12,Present,7.3
AT09193,EMP0307,2025-01-13,Present,8.1
AT09194,EMP0307,2025-01-14,Present,8.3
AT09195,EMP0307,2025-01-15,Present,8.3
AT09196,EMP0307,2025-01-16,Leave,8.0
AT09197,EMP0307,2025-01-17,Present,7.8
AT09198,EMP0307,2025-01-18,Present,8.8
AT09199,EMP0307,2025-01-19,Present,7.4
AT09200,EMP0307,2025-01-20,Absent,0.0
AT09201,EMP0307,2025-01-21,Present,7.6
AT09202,EMP0307,2025-01-22,Present,8.6
